Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
NW,Nidwalden,2022,Ohne Motor,0,0,43894.0,0.0,0.0
NW,Nidwalden,2022,Wasserstoff,0,0,43894.0,0.0,0.0
NW,Nidwalden,2023,Anderer,0,23,44420.0,0.0,0.5177847816298964
NW,Nidwalden,2023,Benzin,419,17057,44420.0,9.432687978388113,383.99369653309316
NW,Nidwalden,2023,Benzin-elektrisch: Normal-Hybrid,273,1397,44420.0,6.145880234128771,31.44979738856371
NW,Nidwalden,2023,Benzin-elektrisch: Plug-in-Hybrid,117,383,44420.0,2.633948671769473,8.622242233228276
NW,Nidwalden,2023,Diesel,117,8156,44420.0,2.633948671769473,183.61098604232328
NW,Nidwalden,2023,Diesel-elektrisch: Normal-Hybrid,65,262,44420.0,1.4633048176497074,5.89824403421882
NW,Nidwalden,2023,Diesel-elektrisch: Plug-in-Hybrid,3,11,44420.0,0.0675371454299865,0.24763619990995048
NW,Nidwalden,2023,Elektrisch,299,942,44420.0,6.731202161188654,21.206663665015757
NW,Nidwalden,2023,Gas (mono- und bivalent),1,27,44420.0,0.022512381809995496,0.6078343088698784
NW,Nidwalden,2023,Ohne Motor,0,0,44420.0,0.0,0.0
NW,Nidwalden,2023,Wasserstoff,0,1,44420.0,0.0,0.022512381809995496
NW,Nidwalden,2024,Anderer,0,21,45016.0,0.0,0.46650079971565667
NW,Nidwalden,2024,Benzin,384,16724,45016.0,8.530300337657723,371.5123511640306
NW,Nidwalden,2024,Benzin-elektrisch: Normal-Hybrid,317,1757,45016.0,7.041940643326817,39.030566909543275
NW,Nidwalden,2024,Benzin-elektrisch: Plug-in-Hybrid,107,490,45016.0,2.3769326461702507,10.885018660031989
NW,Nidwalden,2024,Diesel,117,7827,45016.0,2.599075884130087,173.87151235116403
NW,Nidwalden,2024,Diesel-elektrisch: Normal-Hybrid,51,329,45016.0,1.1329305135951662,7.308512528878621
NW,Nidwalden,2024,Diesel-elektrisch: Plug-in-Hybrid,2,16,45016.0,0.0444286475919673,0.3554291807357384
NW,Nidwalden,2024,Elektrisch,241,1226,45016.0,5.353652034832059,27.234760973875957
NW,Nidwalden,2024,Gas (mono- und bivalent),0,32,45016.0,0.0,0.7108583614714769
NW,Nidwalden,2024,Ohne Motor,0,0,45016.0,0.0,0.0
NW,Nidwalden,2024,Wasserstoff,0,1,45016.0,0.0,0.02221432379598365
OW,Obwalden,2010,Anderer,3,25,35585.0,0.08430518476886328,0.702543206407194
OW,Obwalden,2010,Benzin,829,15605,35585.0,23.296332724462555,438.5274694393705
OW,Obwalden,2010,Benzin-elektrisch: Normal-Hybrid,18,74,35585.0,0.5058311086131797,2.0795278909652946
OW,Obwalden,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2010,Diesel,361,3826,35585.0,10.144723900519882,107.51721230855698
OW,Obwalden,2010,Diesel-elektrisch: Normal-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2010,Elektrisch,1,1,35585.0,0.02810172825628776,0.02810172825628776
OW,Obwalden,2010,Gas (mono- und bivalent),0,11,35585.0,0.0,0.3091190108191654
OW,Obwalden,2010,Ohne Motor,0,0,35585.0,0.0,0.0
OW,Obwalden,2010,Wasserstoff,0,0,35585.0,0.0,0.0
OW,Obwalden,2011,Anderer,6,28,35585.0,0.16861036953772657,0.7868483911760573
OW,Obwalden,2011,Benzin,805,15652,35585.0,22.621891246311648,439.84825066741604
OW,Obwalden,2011,Benzin-elektrisch: Normal-Hybrid,21,91,35585.0,0.590136293382043,2.5572572713221864
OW,Obwalden,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2011,Diesel,436,4324,35585.0,12.252353519741463,121.51187298018829
OW,Obwalden,2011,Diesel-elektrisch: Normal-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,35585.0,0.0,0.0
OW,Obwalden,2011,Elektrisch,0,1,35585.0,0.0,0.02810172825628776
OW,Obwalden,2011,Gas (mono- und bivalent),1,14,35585.0,0.02810172825628776,0.39342419558802866
OW,Obwalden,2011,Ohne Motor,0,0,35585.0,0.0,0.0
OW,Obwalden,2011,Wasserstoff,0,0,35585.0,0.0,0.0
OW,Obwalden,2012,Anderer,1,30,35885.0,0.02786679671171799,0.8360039013515396
OW,Obwalden,2012,Benzin,821,15548,35885.0,22.87864010032047,433.2729552737913
OW,Obwalden,2012,Benzin-elektrisch: Normal-Hybrid,37,112,35885.0,1.0310714783335657,3.121081231712415
OW,Obwalden,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,35885.0,0.0,0.0
OW,Obwalden,2012,Diesel,528,4985,35885.0,14.713668663787097,138.91598160791415
OW,Obwalden,2012,Diesel-elektrisch: Normal-Hybrid,4,2,35885.0,0.11146718684687196,0.05573359342343598
OW,Obwalden,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,35885.0,0.0,0.0
OW,Obwalden,2012,Elektrisch,3,3,35885.0,0.08360039013515395,0.08360039013515395
OW,Obwalden,2012,Gas (mono- und bivalent),0,21,35885.0,0.0,0.5852027309460777
OW,Obwalden,2012,Ohne Motor,0,0,35885.0,0.0,0.0
OW,Obwalden,2012,Wasserstoff,0,0,35885.0,0.0,0.0
OW,Obwalden,2013,Anderer,0,30,36115.0,0.0,0.8306797729475287
OW,Obwalden,2013,Benzin,767,15273,36115.0,21.23771286169182,422.8990724075869
OW,Obwalden,2013,Benzin-elektrisch: Normal-Hybrid,31,146,36115.0,0.8583690987124463,4.042641561677973
OW,Obwalden,2013,Benzin-elektrisch: Plug-in-Hybrid,0,0,36115.0,0.0,0.0
OW,Obwalden,2013,Diesel,510,5601,36115.0,14.121556140107987,155.0879136093036
OW,Obwalden,2013,Diesel-elektrisch: Normal-Hybrid,0,5,36115.0,0.0,0.13844662882458814
OW,Obwalden,2013,Diesel-elektrisch: Plug-in-Hybrid,2,2,36115.0,0.055378651529835246,0.055378651529835246
OW,Obwalden,2013,Elektrisch,2,8,36115.0,0.055378651529835246,0.22151460611934098
OW,Obwalden,2013,Gas (mono- und bivalent),3,26,36115.0,0.08306797729475288,0.7199224698878582
OW,Obwalden,2013,Ohne Motor,0,0,36115.0,0.0,0.0
OW,Obwalden,2013,Wasserstoff,0,0,36115.0,0.0,0.0
OW,Obwalden,2014,Anderer,0,34,36507.0,0.0,0.931328238420029
OW,Obwalden,2014,Benzin,687,14998,36507.0,18.818308817487058,410.8253211712822
OW,Obwalden,2014,Benzin-elektrisch: Normal-Hybrid,26,170,36507.0,0.7121921823211986,4.656641192100145
OW,Obwalden,2014,Benzin-elektrisch: Plug-in-Hybrid,2,3,36507.0,0.054784014024707596,0.08217602103706138
OW,Obwalden,2014,Diesel,472,6186,36507.0,12.929027309830992,169.44695537842057
OW,Obwalden,2014,Diesel-elektrisch: Normal-Hybrid,2,8,36507.0,0.054784014024707596,0.21913605609883038
OW,Obwalden,2014,Diesel-elektrisch: Plug-in-Hybrid,1,2,36507.0,0.027392007012353798,0.054784014024707596
OW,Obwalden,2014,Elektrisch,13,23,36507.0,0.3560960911605993,0.6300161612841373
OW,Obwalden,2014,Gas (mono- und bivalent),0,30,36507.0,0.0,0.8217602103706139
OW,Obwalden,2014,Ohne Motor,0,0,36507.0,0.0,0.0
OW,Obwalden,2014,Wasserstoff,0,0,36507.0,0.0,0.0
OW,Obwalden,2015,Anderer,0,37,36834.0,0.0,1.0045067057609816
OW,Obwalden,2015,Benzin,765,14727,36834.0,20.768854862355433,399.82081772275615
OW,Obwalden,2015,Benzin-elektrisch: Normal-Hybrid,20,184,36834.0,0.5429765977086388,4.995384698919477
OW,Obwalden,2015,Benzin-elektrisch: Plug-in-Hybrid,3,3,36834.0,0.0814464896562958,0.0814464896562958
OW,Obwalden,2015,Diesel,551,6743,36834.0,14.959005266872998,183.06455991746756
OW,Obwalden,2015,Diesel-elektrisch: Normal-Hybrid,2,9,36834.0,0.05429765977086388,0.24433946896888742
OW,Obwalden,2015,Diesel-elektrisch: Plug-in-Hybrid,0,2,36834.0,0.0,0.05429765977086388
OW,Obwalden,2015,Elektrisch,15,36,36834.0,0.40723244828147903,0.9773578758755497
OW,Obwalden,2015,Gas (mono- und bivalent),2,30,36834.0,0.05429765977086388,0.8144648965629581
OW,Obwalden,2015,Ohne Motor,0,0,36834.0,0.0,0.0
OW,Obwalden,2015,Wasserstoff,0,0,36834.0,0.0,0.0
OW,Obwalden,2016,Anderer,0,33,37076.0,0.0,0.8900636530370051
OW,Obwalden,2016,Benzin,636,14566,37076.0,17.153954040349554,392.8687021253641
OW,Obwalden,2016,Benzin-elektrisch: Normal-Hybrid,50,222,37076.0,1.3485812924803107,5.98770093861258
OW,Obwalden,2016,Benzin-elektrisch: Plug-in-Hybrid,10,12,37076.0,0.2697162584960622,0.32365951019527456
OW,Obwalden,2016,Diesel,495,7116,37076.0,13.350954795555076,191.9300895457978
OW,Obwalden,2016,Diesel-elektrisch: Normal-Hybrid,1,8,37076.0,0.026971625849606214,0.21577300679684971
OW,Obwalden,2016,Diesel-elektrisch: Plug-in-Hybrid,2,4,37076.0,0.05394325169921243,0.10788650339842486
OW,Obwalden,2016,Elektrisch,16,52,37076.0,0.43154601359369943,1.402524544179523
OW,Obwalden,2016,Gas (mono- und bivalent),3,29,37076.0,0.08091487754881864,0.7821771496385802
OW,Obwalden,2016,Ohne Motor,0,0,37076.0,0.0,0.0
OW,Obwalden,2016,Wasserstoff,0,0,37076.0,0.0,0.0
OW,Obwalden,2017,Anderer,0,30,37378.0,0.0,0.802611161645888
OW,Obwalden,2017,Benzin,715,14444,37378.0,19.128899352560328,386.4305206271069
OW,Obwalden,2017,Benzin-elektrisch: Normal-Hybrid,77,256,37378.0,2.0600353148911124,6.848948579378244
OW,Obwalden,2017,Benzin-elektrisch: Plug-in-Hybrid,13,25,37378.0,0.34779817004655145,0.6688426347049066
OW,Obwalden,2017,Diesel,418,7416,37378.0,11.183048852266039,198.4054791588635
OW,Obwalden,2017,Diesel-elektrisch: Normal-Hybrid,0,8,37378.0,0.0,0.21402964310557013
OW,Obwalden,2017,Diesel-elektrisch: Plug-in-Hybrid,0,6,37378.0,0.0,0.1605222323291776
OW,Obwalden,2017,Elektrisch,30,73,37378.0,0.802611161645888,1.9530204933383275
OW,Obwalden,2017,Gas (mono- und bivalent),0,30,37378.0,0.0,0.802611161645888
OW,Obwalden,2017,Ohne Motor,0,0,37378.0,0.0,0.0
OW,Obwalden,2017,Wasserstoff,0,0,37378.0,0.0,0.0
OW,Obwalden,2018,Anderer,0,26,37575.0,0.0,0.6919494344644045
OW,Obwalden,2018,Benzin,700,14448,37575.0,18.629407850964736,384.51097804391213
OW,Obwalden,2018,Benzin-elektrisch: Normal-Hybrid,60,302,37575.0,1.596806387225549,8.03725881570193
OW,Obwalden,2018,Benzin-elektrisch: Plug-in-Hybrid,10,41,37575.0,0.2661343978709248,1.0911510312707917
OW,Obwalden,2018,Diesel,323,7656,37575.0,8.596141051230871,203.75249500998004
OW,Obwalden,2018,Diesel-elektrisch: Normal-Hybrid,5,8,37575.0,0.1330671989354624,0.21290751829673987
OW,Obwalden,2018,Diesel-elektrisch: Plug-in-Hybrid,0,8,37575.0,0.0,0.21290751829673987
OW,Obwalden,2018,Elektrisch,50,106,37575.0,1.3306719893546242,2.8210246174318034
OW,Obwalden,2018,Gas (mono- und bivalent),1,29,37575.0,0.026613439787092484,0.7717897538256819
OW,Obwalden,2018,Ohne Motor,0,0,37575.0,0.0,0.0
OW,Obwalden,2018,Wasserstoff,0,0,37575.0,0.0,0.0
OW,Obwalden,2019,Anderer,0,27,37841.0,0.0,0.7135117993710526
OW,Obwalden,2019,Benzin,724,14444,37841.0,19.132686768320077,381.70238630057344
OW,Obwalden,2019,Benzin-elektrisch: Normal-Hybrid,83,361,37841.0,2.1933881239924946,9.539917021220369
OW,Obwalden,2019,Benzin-elektrisch: Plug-in-Hybrid,10,50,37841.0,0.26426362939668613,1.3213181469834305
OW,Obwalden,2019,Diesel,271,7801,37841.0,7.161544356650194,206.15205729235487
OW,Obwalden,2019,Diesel-elektrisch: Normal-Hybrid,15,22,37841.0,0.3963954440950292,0.5813799846727095
OW,Obwalden,2019,Diesel-elektrisch: Plug-in-Hybrid,0,5,37841.0,0.0,0.13213181469834306
OW,Obwalden,2019,Elektrisch,49,150,37841.0,1.2948917840437622,3.9639544409502925
OW,Obwalden,2019,Gas (mono- und bivalent),3,24,37841.0,0.07927908881900585,0.6342327105520468
OW,Obwalden,2019,Ohne Motor,0,0,37841.0,0.0,0.0
OW,Obwalden,2019,Wasserstoff,0,0,37841.0,0.0,0.0
OW,Obwalden,2020,Anderer,0,26,37930.0,0.0,0.6854732401792777
OW,Obwalden,2020,Benzin,397,14338,37930.0,10.46664909042974,378.01212760348005
OW,Obwalden,2020,Benzin-elektrisch: Normal-Hybrid,127,459,37930.0,3.348273134721856,12.101239124703401
OW,Obwalden,2020,Benzin-elektrisch: Plug-in-Hybrid,50,85,37930.0,1.318217769575534,2.2409702082784078
OW,Obwalden,2020,Diesel,189,7918,37930.0,4.982863168995518,208.75296598998156
OW,Obwalden,2020,Diesel-elektrisch: Normal-Hybrid,13,46,37930.0,0.34273662008963884,1.2127603480094913
OW,Obwalden,2020,Diesel-elektrisch: Plug-in-Hybrid,0,3,37930.0,0.0,0.07909306617453203
OW,Obwalden,2020,Elektrisch,92,215,37930.0,2.4255206960189826,5.668336409174796
OW,Obwalden,2020,Gas (mono- und bivalent),2,27,37930.0,0.052728710783021354,0.7118375955707883
OW,Obwalden,2020,Ohne Motor,0,0,37930.0,0.0,0.0
OW,Obwalden,2020,Wasserstoff,0,0,37930.0,0.0,0.0
OW,Obwalden,2021,Anderer,0,27,38108.0,0.0,0.708512648262832
OW,Obwalden,2021,Benzin,336,14202,38108.0,8.81704628949302,372.6776529862496
OW,Obwalden,2021,Benzin-elektrisch: Normal-Hybrid,237,669,38108.0,6.21916657919597,17.555368951401277
OW,Obwalden,2021,Benzin-elektrisch: Plug-in-Hybrid,67,162,38108.0,1.7581610160596202,4.251075889576992
OW,Obwalden,2021,Diesel,126,7933,38108.0,3.3063923585598824,208.17151254329798
OW,Obwalden,2021,Diesel-elektrisch: Normal-Hybrid,26,71,38108.0,0.6822714390679122,1.8631258528392987
OW,Obwalden,2021,Diesel-elektrisch: Plug-in-Hybrid,1,7,38108.0,0.026241209194919703,0.1836884643644379
OW,Obwalden,2021,Elektrisch,119,315,38108.0,3.1227038941954444,8.265980896399705
OW,Obwalden,2021,Gas (mono- und bivalent),0,27,38108.0,0.0,0.708512648262832
OW,Obwalden,2021,Ohne Motor,0,0,38108.0,0.0,0.0
OW,Obwalden,2021,Wasserstoff,0,0,38108.0,0.0,0.0
OW,Obwalden,2022,Anderer,0,26,38435.0,0.0,0.6764667620658253
OW,Obwalden,2022,Benzin,263,13855,38435.0,6.842721477819696,360.4787303239235
OW,Obwalden,2022,Benzin-elektrisch: Normal-Hybrid,183,875,38435.0,4.761285286847925,22.76570833875374
OW,Obwalden,2022,Benzin-elektrisch: Plug-in-Hybrid,46,219,38435.0,1.196825809808768,5.6979315727852216
OW,Obwalden,2022,Diesel,89,7840,38435.0,2.3155977624560946,203.9807467152335
OW,Obwalden,2022,Diesel-elektrisch: Normal-Hybrid,29,111,38435.0,0.7545206192272669,2.8879927149733318
OW,Obwalden,2022,Diesel-elektrisch: Plug-in-Hybrid,0,5,38435.0,0.0,0.13008976193573565
OW,Obwalden,2022,Elektrisch,161,463,38435.0,4.188890334330688,12.046311955249122
OW,Obwalden,2022,Gas (mono- und bivalent),0,23,38435.0,0.0,0.598412904904384
OW,Obwalden,2022,Ohne Motor,0,0,38435.0,0.0,0.0
OW,Obwalden,2022,Wasserstoff,0,0,38435.0,0.0,0.0
OW,Obwalden,2023,Anderer,0,26,38700.0,0.0,0.6718346253229974
OW,Obwalden,2023,Benzin,300,13781,38700.0,7.751937984496124,356.09819121447026
OW,Obwalden,2023,Benzin-elektrisch: Normal-Hybrid,245,1140,38700.0,6.330749354005168,29.45736434108527
OW,Obwalden,2023,Benzin-elektrisch: Plug-in-Hybrid,87,281,38700.0,2.248062015503876,7.260981912144703
OW,Obwalden,2023,Diesel,71,7604,38700.0,1.834625322997416,196.4857881136951
OW,Obwalden,2023,Diesel-elektrisch: Normal-Hybrid,33,162,38700.0,0.8527131782945736,4.186046511627907
OW,Obwalden,2023,Diesel-elektrisch: Plug-in-Hybrid,1,6,38700.0,0.025839793281653745,0.15503875968992248
OW,Obwalden,2023,Elektrisch,188,630,38700.0,4.857881136950904,16.27906976744186
OW,Obwalden,2023,Gas (mono- und bivalent),0,21,38700.0,0.0,0.5426356589147286
OW,Obwalden,2023,Ohne Motor,0,0,38700.0,0.0,0.0
OW,Obwalden,2023,Wasserstoff,1,0,38700.0,0.025839793281653745,0.0
OW,Obwalden,2024,Anderer,0,26,39272.0,0.0,0.6620492972092076
OW,Obwalden,2024,Benzin,251,13581,39272.0,6.3913220615196575,345.8189040537788
OW,Obwalden,2024,Benzin-elektrisch: Normal-Hybrid,287,1445,39272.0,7.30800570380933,36.79466286412712
OW,Obwalden,2024,Benzin-elektrisch: Plug-in-Hybrid,57,361,39272.0,1.4514157669586474,9.192299857404766
OW,Obwalden,2024,Diesel,86,7396,39272.0,2.1898553676919943,188.3275616215115
OW,Obwalden,2024,Diesel-elektrisch: Normal-Hybrid,41,215,39272.0,1.0440008148299043,5.4746384192299855
OW,Obwalden,2024,Diesel-elektrisch: Plug-in-Hybrid,0,6,39272.0,0.0,0.15278060704827867
OW,Obwalden,2024,Elektrisch,174,829,39272.0,4.430637604400082,21.109187207170503
OW,Obwalden,2024,Gas (mono- und bivalent),0,20,39272.0,0.0,0.5092686901609289
OW,Obwalden,2024,Ohne Motor,0,0,39272.0,0.0,0.0
OW,Obwalden,2024,Wasserstoff,0,0,39272.0,0.0,0.0
SG,St. Gallen,2010,Anderer,22,239,478907.0,0.0459379378459701,0.4990530520539478
SG,St. Gallen,2010,Benzin,10070,200111,478907.0,21.027047004950855,417.84939455886007
SG,St. Gallen,2010,Benzin-elektrisch: Normal-Hybrid,191,816,478907.0,0.39882482402637676,1.7038798764687089
SG,St. Gallen,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,478907.0,0.0,0.0
SG,St. Gallen,2010,Diesel,4900,44482,478907.0,10.231631611147886,92.88233414838372
SG,St. Gallen,2010,Diesel-elektrisch: Normal-Hybrid,0,1,478907.0,0.0,0.0020880880839077316
SG,St. Gallen,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,478907.0,0.0,0.0
SG,St. Gallen,2010,Elektrisch,0,11,478907.0,0.0,0.02296896892298505
SG,St. Gallen,2010,Gas (mono- und bivalent),47,415,478907.0,0.09814013994366338,0.8665565548217087
SG,St. Gallen,2010,Ohne Motor,0,0,478907.0,0.0,0.0
SG,St. Gallen,2010,Wasserstoff,0,1,478907.0,0.0,0.0020880880839077316
SG,St. Gallen,2011,Anderer,16,244,478907.0,0.033409409342523705,0.5094934924734865
SG,St. Gallen,2011,Benzin,11205,200657,478907.0,23.39702698018613,418.98949065267374
SG,St. Gallen,2011,Benzin-elektrisch: Normal-Hybrid,252,1014,478907.0,0.5261981971447484,2.11732131708244
SG,St. Gallen,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,478907.0,0.0,0.0
SG,St. Gallen,2011,Diesel,5853,50439,478907.0,12.221579555111953,105.32107486422207
SG,St. Gallen,2011,Diesel-elektrisch: Normal-Hybrid,0,2,478907.0,0.0,0.004176176167815463
SG,St. Gallen,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,478907.0,0.0,0.0
SG,St. Gallen,2011,Elektrisch,19,30,478907.0,0.0396736735942469,0.06264264251723195
SG,St. Gallen,2011,Gas (mono- und bivalent),48,452,478907.0,0.10022822802757111,0.9438158139262948
SG,St. Gallen,2011,Ohne Motor,0,0,478907.0,0.0,0.0
SG,St. Gallen,2011,Wasserstoff,0,1,478907.0,0.0,0.0020880880839077316
SG,St. Gallen,2012,Anderer,16,257,483156.0,0.033115598274677326,0.5319192972870046
SG,St. Gallen,2012,Benzin,10484,199548,483156.0,21.69899576948232,413.00946278220704
SG,St. Gallen,2012,Benzin-elektrisch: Normal-Hybrid,241,1246,483156.0,0.49880369901232735,2.578877215640497
SG,St. Gallen,2012,Benzin-elektrisch: Plug-in-Hybrid,1,0,483156.0,0.002069724892167333,0.0
SG,St. Gallen,2012,Diesel,6867,57933,483156.0,14.212800834513077,119.9053721779301
SG,St. Gallen,2012,Diesel-elektrisch: Normal-Hybrid,78,64,483156.0,0.16143854158905196,0.1324623930987093
SG,St. Gallen,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,483156.0,0.0,0.0
SG,St. Gallen,2012,Elektrisch,51,66,483156.0,0.10555596950053399,0.136601842883044
SG,St. Gallen,2012,Gas (mono- und bivalent),28,466,483156.0,0.057952296980685325,0.9644917997499772
SG,St. Gallen,2012,Ohne Motor,0,0,483156.0,0.0,0.0
SG,St. Gallen,2012,Wasserstoff,0,1,483156.0,0.0,0.002069724892167333
SG,St. Gallen,2013,Anderer,5,263,487060.0,0.010265675686773702,0.5399745411242968
SG,St. Gallen,2013,Benzin,9309,197145,487060.0,19.112634993635282,404.76532665380034
SG,St. Gallen,2013,Benzin-elektrisch: Normal-Hybrid,256,1501,487060.0,0.5256025951628136,3.081755841169466
SG,St. Gallen,2013,Benzin-elektrisch: Plug-in-Hybrid,5,2,487060.0,0.010265675686773702,0.004106270274709481
SG,St. Gallen,2013,Diesel,6267,65224,487060.0,12.86699790580216,133.9136861988256
SG,St. Gallen,2013,Diesel-elektrisch: Normal-Hybrid,49,119,487060.0,0.10060362173038229,0.24432308134521416
SG,St. Gallen,2013,Diesel-elektrisch: Plug-in-Hybrid,14,9,487060.0,0.02874389192296637,0.018478216236192665
SG,St. Gallen,2013,Elektrisch,65,113,487060.0,0.13345378392805815,0.2320042705210857
SG,St. Gallen,2013,Gas (mono- und bivalent),27,483,487060.0,0.055434648708578,0.9916642713423398
SG,St. Gallen,2013,Ohne Motor,0,0,487060.0,0.0,0.0
SG,St. Gallen,2013,Wasserstoff,0,1,487060.0,0.0,0.0020531351373547406
SG,St. Gallen,2014,Anderer,0,268,491699.0,0.0,0.5450489018688263
SG,St. Gallen,2014,Benzin,8770,194309,491699.0,17.836115184289575,395.1787577359319
SG,St. Gallen,2014,Benzin-elektrisch: Normal-Hybrid,244,1756,491699.0,0.4962385524477374,3.571290565976339
SG,St. Gallen,2014,Benzin-elektrisch: Plug-in-Hybrid,32,20,491699.0,0.06508046589478522,0.04067529118424077
SG,St. Gallen,2014,Diesel,6146,71484,491699.0,12.499516980917187,145.38162575071334
SG,St. Gallen,2014,Diesel-elektrisch: Normal-Hybrid,37,165,491699.0,0.0752492886908454,0.33557115226998635
SG,St. Gallen,2014,Diesel-elektrisch: Plug-in-Hybrid,13,20,491699.0,0.0264389392697565,0.04067529118424077
SG,St. Gallen,2014,Elektrisch,96,201,491699.0,0.1952413976843557,0.4087866764016197
SG,St. Gallen,2014,Gas (mono- und bivalent),48,513,491699.0,0.09762069884217785,1.0433212188757757
SG,St. Gallen,2014,Ohne Motor,0,0,491699.0,0.0,0.0
SG,St. Gallen,2014,Wasserstoff,0,1,491699.0,0.0,0.002033764559212038
SG,St. Gallen,2015,Anderer,2,282,495824.0,0.004033689373648714,0.5687502016844687
SG,St. Gallen,2015,Benzin,8659,190937,495824.0,17.463858143212107,385.09027396818226
SG,St. Gallen,2015,Benzin-elektrisch: Normal-Hybrid,256,1963,495824.0,0.5163122398270354,3.959066120236213
SG,St. Gallen,2015,Benzin-elektrisch: Plug-in-Hybrid,72,88,495824.0,0.1452128174513537,0.17748233244054343
SG,St. Gallen,2015,Diesel,7142,77640,495824.0,14.404304753299558,156.58782148504307
SG,St. Gallen,2015,Diesel-elektrisch: Normal-Hybrid,46,203,495824.0,0.09277485559392042,0.40941947142534446
SG,St. Gallen,2015,Diesel-elektrisch: Plug-in-Hybrid,9,30,495824.0,0.018151602181419212,0.06050534060473071
SG,St. Gallen,2015,Elektrisch,170,366,495824.0,0.3428635967601407,0.7381651553777147
SG,St. Gallen,2015,Gas (mono- und bivalent),63,557,495824.0,0.12706121526993447,1.123382490561167
SG,St. Gallen,2015,Ohne Motor,0,0,495824.0,0.0,0.0
SG,St. Gallen,2015,Wasserstoff,0,1,495824.0,0.0,0.002016844686824357
SG,St. Gallen,2016,Anderer,0,268,499065.0,0.0,0.5370041978499794
SG,St. Gallen,2016,Benzin,8351,188473,499065.0,16.733291254646186,377.6522096320119
SG,St. Gallen,2016,Benzin-elektrisch: Normal-Hybrid,358,2257,499065.0,0.7173414284712413,4.522456994579864
SG,St. Gallen,2016,Benzin-elektrisch: Plug-in-Hybrid,118,190,499065.0,0.2364421468145432,0.3807119313115526
SG,St. Gallen,2016,Diesel,6710,83324,499065.0,13.445142416318516,166.96021560317794
SG,St. Gallen,2016,Diesel-elektrisch: Normal-Hybrid,37,250,499065.0,0.07413863925540762,0.5009367517257272
SG,St. Gallen,2016,Diesel-elektrisch: Plug-in-Hybrid,3,42,499065.0,0.006011241020708725,0.08415737428992215
SG,St. Gallen,2016,Elektrisch,174,568,499065.0,0.3486519792011061,1.138128299920852
SG,St. Gallen,2016,Gas (mono- und bivalent),38,596,499065.0,0.07614238626231053,1.1942332161141334
SG,St. Gallen,2016,Ohne Motor,0,0,499065.0,0.0,0.0
SG,St. Gallen,2016,Wasserstoff,0,1,499065.0,0.0,0.0020037470069029085
SG,St. Gallen,2017,Anderer,0,263,502552.0,0.0,0.5233289291456407
SG,St. Gallen,2017,Benzin,8340,186158,502552.0,16.59529760104427,370.42534901860904
SG,St. Gallen,2017,Benzin-elektrisch: Normal-Hybrid,415,2628,502552.0,0.8257851923781021,5.229309603782296
SG,St. Gallen,2017,Benzin-elektrisch: Plug-in-Hybrid,152,338,502552.0,0.30245626323246155,0.6725672169248158
SG,St. Gallen,2017,Diesel,6134,87712,502552.0,12.205702096499467,174.53318263582673
SG,St. Gallen,2017,Diesel-elektrisch: Normal-Hybrid,11,253,502552.0,0.021888282207612346,0.5034304907750841
SG,St. Gallen,2017,Diesel-elektrisch: Plug-in-Hybrid,2,41,502552.0,0.003979687674111336,0.08158359731928239
SG,St. Gallen,2017,Elektrisch,256,784,502552.0,0.509400022286251,1.5600375682516436
SG,St. Gallen,2017,Gas (mono- und bivalent),60,626,502552.0,0.11939063022334008,1.245642241996848
SG,St. Gallen,2017,Ohne Motor,0,0,502552.0,0.0,0.0
SG,St. Gallen,2017,Wasserstoff,0,1,502552.0,0.0,0.001989843837055668
SG,St. Gallen,2018,Anderer,0,250,504686.0,0.0,0.4953575094216998
SG,St. Gallen,2018,Benzin,8832,184135,504686.0,17.49999009284981,364.8506199894588
SG,St. Gallen,2018,Benzin-elektrisch: Normal-Hybrid,514,3055,504686.0,1.0184550393710148,6.053268765133172
SG,St. Gallen,2018,Benzin-elektrisch: Plug-in-Hybrid,215,529,504686.0,0.4260074581026619,1.0481764899363168
SG,St. Gallen,2018,Diesel,4752,90737,504686.0,9.41575553908767,179.7890173295871
SG,St. Gallen,2018,Diesel-elektrisch: Normal-Hybrid,37,284,504686.0,0.07331291139441158,0.562726130703051
SG,St. Gallen,2018,Diesel-elektrisch: Plug-in-Hybrid,3,51,504686.0,0.0059442901130603975,0.10105293192202676
