Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
TI,Tessin,2023,Elektrisch,2061,6165,354023.0,5.8216556551410505,17.414122811229777
TI,Tessin,2023,Gas (mono- und bivalent),5,507,354023.0,0.01412337616482545,1.4321103431133004
TI,Tessin,2023,Ohne Motor,0,0,354023.0,0.0,0.0
TI,Tessin,2023,Wasserstoff,0,0,354023.0,0.0,0.0
TI,Tessin,2024,Anderer,0,53,357720.0,0.0,0.14816057251481607
TI,Tessin,2024,Benzin,5383,138161,357720.0,15.048082299004808,386.2266577211227
TI,Tessin,2024,Benzin-elektrisch: Normal-Hybrid,4320,18503,357720.0,12.076484401207649,51.72481270267249
TI,Tessin,2024,Benzin-elektrisch: Plug-in-Hybrid,1010,5683,357720.0,2.823437325282344,15.886727049088673
TI,Tessin,2024,Diesel,1029,49550,357720.0,2.876551492787655,138.5161578888516
TI,Tessin,2024,Diesel-elektrisch: Normal-Hybrid,707,3182,357720.0,1.9764061276976406,8.895225315889522
TI,Tessin,2024,Diesel-elektrisch: Plug-in-Hybrid,27,172,357720.0,0.07547802750754781,0.4808229900480823
TI,Tessin,2024,Elektrisch,1421,7683,357720.0,3.9723806328972384,21.477692049647768
TI,Tessin,2024,Gas (mono- und bivalent),3,518,357720.0,0.008386447500838645,1.448059935144806
TI,Tessin,2024,Ohne Motor,0,0,357720.0,0.0,0.0
TI,Tessin,2024,Wasserstoff,0,0,357720.0,0.0,0.0
UR,Uri,2010,Anderer,0,8,35422.0,0.0,0.22584834283778443
UR,Uri,2010,Benzin,648,14235,35422.0,18.293715769860537,401.8688950369826
UR,Uri,2010,Benzin-elektrisch: Normal-Hybrid,6,35,35422.0,0.1693862571283383,0.9880864999153068
UR,Uri,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,35422.0,0.0,0.0
UR,Uri,2010,Diesel,288,3415,35422.0,8.13054034216024,96.40901134887923
UR,Uri,2010,Diesel-elektrisch: Normal-Hybrid,0,1,35422.0,0.0,0.028231042854723054
UR,Uri,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,35422.0,0.0,0.0
UR,Uri,2010,Elektrisch,0,1,35422.0,0.0,0.028231042854723054
UR,Uri,2010,Gas (mono- und bivalent),1,4,35422.0,0.028231042854723054,0.11292417141889222
UR,Uri,2010,Ohne Motor,0,0,35422.0,0.0,0.0
UR,Uri,2010,Wasserstoff,0,0,35422.0,0.0,0.0
UR,Uri,2011,Anderer,5,9,35422.0,0.14115521427361527,0.2540793856925075
UR,Uri,2011,Benzin,714,14114,35422.0,20.15696459827226,398.4529388515612
UR,Uri,2011,Benzin-elektrisch: Normal-Hybrid,8,40,35422.0,0.22584834283778443,1.1292417141889222
UR,Uri,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,35422.0,0.0,0.0
UR,Uri,2011,Diesel,369,3849,35422.0,10.417254813392807,108.66128394782903
UR,Uri,2011,Diesel-elektrisch: Normal-Hybrid,0,1,35422.0,0.0,0.028231042854723054
UR,Uri,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,35422.0,0.0,0.0
UR,Uri,2011,Elektrisch,1,2,35422.0,0.028231042854723054,0.05646208570944611
UR,Uri,2011,Gas (mono- und bivalent),0,4,35422.0,0.0,0.11292417141889222
UR,Uri,2011,Ohne Motor,0,0,35422.0,0.0,0.0
UR,Uri,2011,Wasserstoff,0,0,35422.0,0.0,0.0
UR,Uri,2012,Anderer,0,11,35382.0,0.0,0.3108925442315302
UR,Uri,2012,Benzin,763,14060,35382.0,21.564637386241593,397.3771974450285
UR,Uri,2012,Benzin-elektrisch: Normal-Hybrid,8,48,35382.0,0.22610366853202193,1.3566220111921317
UR,Uri,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,35382.0,0.0,0.0
UR,Uri,2012,Diesel,422,4312,35382.0,11.926968515064157,121.86987733875982
UR,Uri,2012,Diesel-elektrisch: Normal-Hybrid,2,3,35382.0,0.056525917133005484,0.08478887569950823
UR,Uri,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,35382.0,0.0,0.0
UR,Uri,2012,Elektrisch,1,4,35382.0,0.028262958566502742,0.11305183426601097
UR,Uri,2012,Gas (mono- und bivalent),0,6,35382.0,0.0,0.16957775139901646
UR,Uri,2012,Ohne Motor,0,0,35382.0,0.0,0.0
UR,Uri,2012,Wasserstoff,0,0,35382.0,0.0,0.0
UR,Uri,2013,Anderer,0,13,35693.0,0.0,0.36421707337573195
UR,Uri,2013,Benzin,631,13812,35693.0,17.67853640769899,386.9666321127392
UR,Uri,2013,Benzin-elektrisch: Normal-Hybrid,11,64,35693.0,0.3081836774717732,1.7930686689266802
UR,Uri,2013,Benzin-elektrisch: Plug-in-Hybrid,1,0,35693.0,0.028016697951979377,0.0
UR,Uri,2013,Diesel,418,4851,35693.0,11.710979743927382,135.90900176505195
UR,Uri,2013,Diesel-elektrisch: Normal-Hybrid,2,3,35693.0,0.056033395903958755,0.08405009385593815
UR,Uri,2013,Diesel-elektrisch: Plug-in-Hybrid,0,0,35693.0,0.0,0.0
UR,Uri,2013,Elektrisch,2,5,35693.0,0.056033395903958755,0.1400834897598969
UR,Uri,2013,Gas (mono- und bivalent),0,8,35693.0,0.0,0.22413358361583502
UR,Uri,2013,Ohne Motor,0,0,35693.0,0.0,0.0
UR,Uri,2013,Wasserstoff,0,0,35693.0,0.0,0.0
UR,Uri,2014,Anderer,0,10,35865.0,0.0,0.2788233653980204
UR,Uri,2014,Benzin,594,13594,35865.0,16.56210790464241,379.0324829220689
UR,Uri,2014,Benzin-elektrisch: Normal-Hybrid,8,70,35865.0,0.2230586923184163,1.9517635577861423
UR,Uri,2014,Benzin-elektrisch: Plug-in-Hybrid,2,2,35865.0,0.055764673079604074,0.055764673079604074
UR,Uri,2014,Diesel,377,5319,35865.0,10.511640875505368,148.30614805520702
UR,Uri,2014,Diesel-elektrisch: Normal-Hybrid,3,8,35865.0,0.0836470096194061,0.2230586923184163
UR,Uri,2014,Diesel-elektrisch: Plug-in-Hybrid,0,0,35865.0,0.0,0.0
UR,Uri,2014,Elektrisch,5,10,35865.0,0.1394116826990102,0.2788233653980204
UR,Uri,2014,Gas (mono- und bivalent),1,5,35865.0,0.027882336539802037,0.1394116826990102
UR,Uri,2014,Ohne Motor,0,0,35865.0,0.0,0.0
UR,Uri,2014,Wasserstoff,0,0,35865.0,0.0,0.0
UR,Uri,2015,Anderer,0,12,36008.0,0.0,0.33325927571650743
UR,Uri,2015,Benzin,622,13407,36008.0,17.273939124638968,372.33392579426794
UR,Uri,2015,Benzin-elektrisch: Normal-Hybrid,5,82,36008.0,0.13885803154854476,2.2772717173961343
UR,Uri,2015,Benzin-elektrisch: Plug-in-Hybrid,4,7,36008.0,0.11108642523883581,0.19440124416796267
UR,Uri,2015,Diesel,504,5808,36008.0,13.996889580093312,161.2974894467896
UR,Uri,2015,Diesel-elektrisch: Normal-Hybrid,2,12,36008.0,0.05554321261941791,0.33325927571650743
UR,Uri,2015,Diesel-elektrisch: Plug-in-Hybrid,1,0,36008.0,0.027771606309708954,0.0
UR,Uri,2015,Elektrisch,5,12,36008.0,0.13885803154854476,0.33325927571650743
UR,Uri,2015,Gas (mono- und bivalent),1,6,36008.0,0.027771606309708954,0.16662963785825372
UR,Uri,2015,Ohne Motor,0,0,36008.0,0.0,0.0
UR,Uri,2015,Wasserstoff,0,0,36008.0,0.0,0.0
UR,Uri,2016,Anderer,0,11,35973.0,0.0,0.30578489422622523
UR,Uri,2016,Benzin,587,13158,35973.0,16.31779390098129,365.77433074806106
UR,Uri,2016,Benzin-elektrisch: Normal-Hybrid,19,90,35973.0,0.5281739082089344,2.501876407305479
UR,Uri,2016,Benzin-elektrisch: Plug-in-Hybrid,7,10,35973.0,0.1945903872348706,0.27798626747838656
UR,Uri,2016,Diesel,458,6249,35973.0,12.731771050510105,173.71361854724375
UR,Uri,2016,Diesel-elektrisch: Normal-Hybrid,4,16,35973.0,0.11119450699135462,0.4447780279654185
UR,Uri,2016,Diesel-elektrisch: Plug-in-Hybrid,0,1,35973.0,0.0,0.027798626747838655
UR,Uri,2016,Elektrisch,7,22,35973.0,0.1945903872348706,0.6115697884524505
UR,Uri,2016,Gas (mono- und bivalent),1,6,35973.0,0.027798626747838655,0.16679176048703195
UR,Uri,2016,Ohne Motor,0,0,35973.0,0.0,0.0
UR,Uri,2016,Wasserstoff,0,0,35973.0,0.0,0.0
UR,Uri,2017,Anderer,0,9,36145.0,0.0,0.24899709503389128
UR,Uri,2017,Benzin,651,12966,36145.0,18.010789874118135,358.7218149121594
UR,Uri,2017,Benzin-elektrisch: Normal-Hybrid,19,113,36145.0,0.5256605339604371,3.1262968598699685
UR,Uri,2017,Benzin-elektrisch: Plug-in-Hybrid,8,22,36145.0,0.22133075114123668,0.608659565638401
UR,Uri,2017,Diesel,441,6654,36145.0,12.200857656660673,184.0918522617236
UR,Uri,2017,Diesel-elektrisch: Normal-Hybrid,0,16,36145.0,0.0,0.44266150228247336
UR,Uri,2017,Diesel-elektrisch: Plug-in-Hybrid,0,1,36145.0,0.0,0.027666343892654585
UR,Uri,2017,Elektrisch,9,29,36145.0,0.24899709503389128,0.802323972886983
UR,Uri,2017,Gas (mono- und bivalent),2,9,36145.0,0.05533268778530917,0.24899709503389128
UR,Uri,2017,Ohne Motor,0,0,36145.0,0.0,0.0
UR,Uri,2017,Wasserstoff,0,0,36145.0,0.0,0.0
UR,Uri,2018,Anderer,0,8,36299.0,0.0,0.2203917463291
UR,Uri,2018,Benzin,662,12828,36299.0,18.237417008733022,353.39816523871184
UR,Uri,2018,Benzin-elektrisch: Normal-Hybrid,17,129,36299.0,0.46833246094933745,3.5538169095567373
UR,Uri,2018,Benzin-elektrisch: Plug-in-Hybrid,8,27,36299.0,0.2203917463291,0.7438221438607124
UR,Uri,2018,Diesel,324,6953,36299.0,8.92586572632855,191.547976528279
UR,Uri,2018,Diesel-elektrisch: Normal-Hybrid,5,17,36299.0,0.1377448414556875,0.46833246094933745
UR,Uri,2018,Diesel-elektrisch: Plug-in-Hybrid,0,1,36299.0,0.0,0.0275489682911375
UR,Uri,2018,Elektrisch,5,41,36299.0,0.1377448414556875,1.1295076999366374
UR,Uri,2018,Gas (mono- und bivalent),0,12,36299.0,0.0,0.33058761949364995
UR,Uri,2018,Ohne Motor,0,0,36299.0,0.0,0.0
UR,Uri,2018,Wasserstoff,0,0,36299.0,0.0,0.0
UR,Uri,2019,Anderer,0,9,36433.0,0.0,0.24702879257815719
UR,Uri,2019,Benzin,669,12738,36433.0,18.362473581643016,349.62808442895175
UR,Uri,2019,Benzin-elektrisch: Normal-Hybrid,43,167,36433.0,1.1802486756511954,4.5837564845058045
UR,Uri,2019,Benzin-elektrisch: Plug-in-Hybrid,9,37,36433.0,0.24702879257815719,1.0155628139324238
UR,Uri,2019,Diesel,294,7140,36433.0,8.0696072242198,195.97617544533801
UR,Uri,2019,Diesel-elektrisch: Normal-Hybrid,16,30,36433.0,0.43916229791672384,0.8234293085938572
UR,Uri,2019,Diesel-elektrisch: Plug-in-Hybrid,0,1,36433.0,0.0,0.02744764361979524
UR,Uri,2019,Elektrisch,26,60,36433.0,0.7136387341146763,1.6468586171877144
UR,Uri,2019,Gas (mono- und bivalent),0,10,36433.0,0.0,0.27447643619795237
UR,Uri,2019,Ohne Motor,0,0,36433.0,0.0,0.0
UR,Uri,2019,Wasserstoff,0,0,36433.0,0.0,0.0
UR,Uri,2020,Anderer,0,8,36703.0,0.0,0.21796583385554313
UR,Uri,2020,Benzin,450,12660,36703.0,12.260578154374302,344.930932076397
UR,Uri,2020,Benzin-elektrisch: Normal-Hybrid,80,237,36703.0,2.1796583385554316,6.457237827970466
UR,Uri,2020,Benzin-elektrisch: Plug-in-Hybrid,32,53,36703.0,0.8718633354221725,1.4440236492929734
UR,Uri,2020,Diesel,218,7218,36703.0,5.939568972563551,196.6596735961638
UR,Uri,2020,Diesel-elektrisch: Normal-Hybrid,20,49,36703.0,0.5449145846388579,1.3350407323652016
UR,Uri,2020,Diesel-elektrisch: Plug-in-Hybrid,0,1,36703.0,0.0,0.027245729231942892
UR,Uri,2020,Elektrisch,51,98,36703.0,1.3895321908290876,2.670081464730403
UR,Uri,2020,Gas (mono- und bivalent),1,13,36703.0,0.027245729231942892,0.35419448001525766
UR,Uri,2020,Ohne Motor,0,0,36703.0,0.0,0.0
UR,Uri,2020,Wasserstoff,0,0,36703.0,0.0,0.0
UR,Uri,2021,Anderer,0,7,36819.0,0.0,0.19011923191830304
UR,Uri,2021,Benzin,386,12440,36819.0,10.483717645780711,337.8690350090985
UR,Uri,2021,Benzin-elektrisch: Normal-Hybrid,116,349,36819.0,3.150547271789022,9.47880170564111
UR,Uri,2021,Benzin-elektrisch: Plug-in-Hybrid,75,124,36819.0,2.036991770553247,3.3678263939813684
UR,Uri,2021,Diesel,154,7296,36819.0,4.182623102202667,198.15855943941986
UR,Uri,2021,Diesel-elektrisch: Normal-Hybrid,38,87,36819.0,1.032075830413645,2.3629104538417662
UR,Uri,2021,Diesel-elektrisch: Plug-in-Hybrid,2,2,36819.0,0.05431978054808659,0.05431978054808659
UR,Uri,2021,Elektrisch,101,196,36819.0,2.7431489176783725,5.323338493712486
UR,Uri,2021,Gas (mono- und bivalent),0,13,36819.0,0.0,0.3530785735625628
UR,Uri,2021,Ohne Motor,0,0,36819.0,0.0,0.0
UR,Uri,2021,Wasserstoff,0,0,36819.0,0.0,0.0
UR,Uri,2022,Anderer,0,5,37047.0,0.0,0.13496369476610792
UR,Uri,2022,Benzin,332,12195,37047.0,8.961589332469567,329.17645153453725
UR,Uri,2022,Benzin-elektrisch: Normal-Hybrid,141,493,37047.0,3.805976192404243,13.30742030393824
UR,Uri,2022,Benzin-elektrisch: Plug-in-Hybrid,46,179,37047.0,1.241665991848193,4.831700272626664
UR,Uri,2022,Diesel,112,7174,37047.0,3.0231867627608175,193.64590925041165
UR,Uri,2022,Diesel-elektrisch: Normal-Hybrid,37,121,37047.0,0.9987313412691985,3.2661214133398113
UR,Uri,2022,Diesel-elektrisch: Plug-in-Hybrid,0,2,37047.0,0.0,0.05398547790644317
UR,Uri,2022,Elektrisch,112,320,37047.0,3.0231867627608175,8.637676465030907
UR,Uri,2022,Gas (mono- und bivalent),0,10,37047.0,0.0,0.26992738953221584
UR,Uri,2022,Ohne Motor,0,0,37047.0,0.0,0.0
UR,Uri,2022,Wasserstoff,0,0,37047.0,0.0,0.0
UR,Uri,2023,Anderer,0,5,37317.0,0.0,0.13398719082455718
UR,Uri,2023,Benzin,344,12182,37317.0,9.218318728729534,326.4463917249511
UR,Uri,2023,Benzin-elektrisch: Normal-Hybrid,186,688,37317.0,4.984323498673526,18.436637457459067
UR,Uri,2023,Benzin-elektrisch: Plug-in-Hybrid,74,240,37317.0,1.983010424203446,6.431385159578744
UR,Uri,2023,Diesel,103,7047,37317.0,2.760136130985878,188.8415467481309
UR,Uri,2023,Diesel-elektrisch: Normal-Hybrid,45,163,37317.0,1.2058847174210146,4.367982420880564
UR,Uri,2023,Diesel-elektrisch: Plug-in-Hybrid,1,2,37317.0,0.026797438164911435,0.05359487632982287
UR,Uri,2023,Elektrisch,170,457,37317.0,4.5555644880349435,12.246429241364526
UR,Uri,2023,Gas (mono- und bivalent),0,12,37317.0,0.0,0.3215692579789372
UR,Uri,2023,Ohne Motor,0,0,37317.0,0.0,0.0
UR,Uri,2023,Wasserstoff,0,0,37317.0,0.0,0.0
UR,Uri,2024,Anderer,0,6,37931.0,0.0,0.1581819619836018
UR,Uri,2024,Benzin,296,11993,37931.0,7.803643457857689,316.1793783448894
UR,Uri,2024,Benzin-elektrisch: Normal-Hybrid,215,961,37931.0,5.668186971079065,25.33547757770689
UR,Uri,2024,Benzin-elektrisch: Plug-in-Hybrid,45,293,37931.0,1.1863647148770136,7.724552476865888
UR,Uri,2024,Diesel,109,6925,37931.0,2.8736389760354326,182.56834778940708
UR,Uri,2024,Diesel-elektrisch: Normal-Hybrid,29,211,37931.0,0.7645461495874087,5.562732329756663
UR,Uri,2024,Diesel-elektrisch: Plug-in-Hybrid,2,5,37931.0,0.0527273206612006,0.1318183016530015
UR,Uri,2024,Elektrisch,144,625,37931.0,3.796367087606443,16.47728770662519
UR,Uri,2024,Gas (mono- und bivalent),0,10,37931.0,0.0,0.263636603306003
UR,Uri,2024,Ohne Motor,0,0,37931.0,0.0,0.0
UR,Uri,2024,Wasserstoff,0,0,37931.0,0.0,0.0
VD,Vaud,2010,Anderer,20,211,713281.0,0.028039440276693195,0.2958160949191132
VD,Vaud,2010,Benzin,22802,290322,713281.0,31.967765859457916,407.0233190005061
VD,Vaud,2010,Benzin-elektrisch: Normal-Hybrid,402,1678,713281.0,0.5635927495615333,2.352509039214559
VD,Vaud,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,713281.0,0.0,0.0
VD,Vaud,2010,Diesel,10473,73953,713281.0,14.682852900890394,103.6800363391146
VD,Vaud,2010,Diesel-elektrisch: Normal-Hybrid,0,0,713281.0,0.0,0.0
VD,Vaud,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,713281.0,0.0,0.0
VD,Vaud,2010,Elektrisch,6,12,713281.0,0.00841183208300796,0.01682366416601592
VD,Vaud,2010,Gas (mono- und bivalent),75,587,713281.0,0.10514790103759948,0.8229575721209453
VD,Vaud,2010,Ohne Motor,0,0,713281.0,0.0,0.0
VD,Vaud,2010,Wasserstoff,0,0,713281.0,0.0,0.0
VD,Vaud,2011,Anderer,66,258,713281.0,0.09253015291308754,0.3617087795693422
VD,Vaud,2011,Benzin,24491,290235,713281.0,34.335696590824654,406.9013474353025
VD,Vaud,2011,Benzin-elektrisch: Normal-Hybrid,524,2111,713281.0,0.7346333352493617,2.9595629212049666
VD,Vaud,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,713281.0,0.0,0.0
VD,Vaud,2011,Diesel,11861,82088,713281.0,16.6287900560929,115.08507867165956
VD,Vaud,2011,Diesel-elektrisch: Normal-Hybrid,1,0,713281.0,0.0014019720138346598,0.0
VD,Vaud,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,713281.0,0.0,0.0
VD,Vaud,2011,Elektrisch,39,38,713281.0,0.05467690853955173,0.053274936525717076
VD,Vaud,2011,Gas (mono- und bivalent),68,670,713281.0,0.09533409694075687,0.9393212492692221
VD,Vaud,2011,Ohne Motor,0,0,713281.0,0.0,0.0
VD,Vaud,2011,Wasserstoff,0,0,713281.0,0.0,0.0
VD,Vaud,2012,Anderer,42,290,725944.0,0.05785570236822675,0.3994798496853752
VD,Vaud,2012,Benzin,21884,289549,725944.0,30.145575967292245,398.85858964327826
VD,Vaud,2012,Benzin-elektrisch: Normal-Hybrid,572,2632,725944.0,0.7879395655863263,3.6256240150755428
VD,Vaud,2012,Benzin-elektrisch: Plug-in-Hybrid,3,1,725944.0,0.0041325501691590535,0.001377516723053018
VD,Vaud,2012,Diesel,13060,91335,725944.0,17.990368403072413,125.8154899000474
VD,Vaud,2012,Diesel-elektrisch: Normal-Hybrid,99,73,725944.0,0.13637415558224877,0.1005587207828703
VD,Vaud,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,725944.0,0.0,0.0
VD,Vaud,2012,Elektrisch,50,91,725944.0,0.0688758361526509,0.12535402179782462
VD,Vaud,2012,Gas (mono- und bivalent),47,716,725944.0,0.06474328598349184,0.9863019737059608
VD,Vaud,2012,Ohne Motor,0,0,725944.0,0.0,0.0
VD,Vaud,2012,Wasserstoff,0,0,725944.0,0.0,0.0
VD,Vaud,2013,Anderer,7,298,734356.0,0.009532161512944675,0.4057977329796448
VD,Vaud,2013,Benzin,21028,287481,734356.0,28.634613184885804,391.4736177004069
VD,Vaud,2013,Benzin-elektrisch: Normal-Hybrid,589,3163,734356.0,0.8020633044463449,4.307175266492001
VD,Vaud,2013,Benzin-elektrisch: Plug-in-Hybrid,11,9,734356.0,0.014979110948913061,0.012255636230928868
VD,Vaud,2013,Diesel,11053,99648,734356.0,15.051283028939643,135.69440434884442
VD,Vaud,2013,Diesel-elektrisch: Normal-Hybrid,75,145,734356.0,0.10213030192440724,0.19745191705385398
VD,Vaud,2013,Diesel-elektrisch: Plug-in-Hybrid,77,6,734356.0,0.10485377664239143,0.008170424153952579
VD,Vaud,2013,Elektrisch,86,146,734356.0,0.1171094128733203,0.1988136544128461
VD,Vaud,2013,Gas (mono- und bivalent),163,844,734356.0,0.22196318951571173,1.1493063309893294
VD,Vaud,2013,Ohne Motor,0,0,734356.0,0.0,0.0
VD,Vaud,2013,Wasserstoff,0,0,734356.0,0.0,0.0
VD,Vaud,2014,Anderer,3,293,749373.0,0.004003346797923064,0.39099353726381925
VD,Vaud,2014,Benzin,20681,286531,749373.0,27.59773837594896,382.3609871185645
VD,Vaud,2014,Benzin-elektrisch: Normal-Hybrid,570,3724,749373.0,0.7606358916053821,4.969487825155163
VD,Vaud,2014,Benzin-elektrisch: Plug-in-Hybrid,41,43,749373.0,0.05471240623828187,0.05738130410356391
VD,Vaud,2014,Diesel,9814,105522,749373.0,13.096281824938982,140.81372027014586
VD,Vaud,2014,Diesel-elektrisch: Normal-Hybrid,49,221,749373.0,0.06538799769941005,0.2949132141136657
VD,Vaud,2014,Diesel-elektrisch: Plug-in-Hybrid,35,12,749373.0,0.04670571264243575,0.016013387191692256
VD,Vaud,2014,Elektrisch,122,250,749373.0,0.1628027697822046,0.33361223316025534
VD,Vaud,2014,Gas (mono- und bivalent),94,955,749373.0,0.12543819966825598,1.2743987306721754
VD,Vaud,2014,Ohne Motor,0,0,749373.0,0.0,0.0
VD,Vaud,2014,Wasserstoff,0,0,749373.0,0.0,0.0
VD,Vaud,2015,Anderer,3,296,761446.0,0.0039398722956059925,0.3887340664997912
VD,Vaud,2015,Benzin,21874,286081,761446.0,28.72692219802849,375.7075353997526
VD,Vaud,2015,Benzin-elektrisch: Normal-Hybrid,608,4315,761446.0,0.7984807852428143,5.6668496518466185
VD,Vaud,2015,Benzin-elektrisch: Plug-in-Hybrid,139,156,761446.0,0.1825474163630776,0.20487335937151158
VD,Vaud,2015,Diesel,11010,111124,761446.0,14.45933132487399,145.93812299230675
VD,Vaud,2015,Diesel-elektrisch: Normal-Hybrid,105,331,761446.0,0.13789553034620972,0.4346992432818611
VD,Vaud,2015,Diesel-elektrisch: Plug-in-Hybrid,5,20,761446.0,0.006566453826009986,0.026265815304039944
VD,Vaud,2015,Elektrisch,240,411,761446.0,0.3151897836484793,0.5397625044980209
VD,Vaud,2015,Gas (mono- und bivalent),92,1015,761446.0,0.12082275039858374,1.3329901266800273
VD,Vaud,2015,Ohne Motor,0,0,761446.0,0.0,0.0
VD,Vaud,2015,Wasserstoff,0,0,761446.0,0.0,0.0
VD,Vaud,2016,Anderer,1,289,773407.0,0.001292980280757738,0.37367130113898633
VD,Vaud,2016,Benzin,19690,286694,773407.0,25.458781728119863,370.689688611559
VD,Vaud,2016,Benzin-elektrisch: Normal-Hybrid,748,4966,773407.0,0.9671492500067881,6.420940074242928
VD,Vaud,2016,Benzin-elektrisch: Plug-in-Hybrid,219,368,773407.0,0.28316268148594465,0.47581674331884766
VD,Vaud,2016,Diesel,9953,115756,773407.0,12.869032734381769,149.67022537939272
VD,Vaud,2016,Diesel-elektrisch: Normal-Hybrid,47,407,773407.0,0.0607700731956137,0.5262429742683995
VD,Vaud,2016,Diesel-elektrisch: Plug-in-Hybrid,5,22,773407.0,0.006464901403788691,0.02844556617667024
VD,Vaud,2016,Elektrisch,253,664,773407.0,0.32712401103170774,0.8585389064231381
VD,Vaud,2016,Gas (mono- und bivalent),85,1117,773407.0,0.10990332386440774,1.4442589736063935
VD,Vaud,2016,Ohne Motor,0,0,773407.0,0.0,0.0
VD,Vaud,2016,Wasserstoff,0,0,773407.0,0.0,0.0
VD,Vaud,2017,Anderer,0,279,784822.0,0.0,0.3554946217104006
VD,Vaud,2017,Benzin,20676,286909,784822.0,26.344827234710547,365.572066022614
VD,Vaud,2017,Benzin-elektrisch: Normal-Hybrid,932,5814,784822.0,1.187530420910729,7.4080492137070575
VD,Vaud,2017,Benzin-elektrisch: Plug-in-Hybrid,389,647,784822.0,0.4956537915603793,0.8243907535721475
VD,Vaud,2017,Diesel,9725,118376,784822.0,12.391344789009484,150.83165354691891
VD,Vaud,2017,Diesel-elektrisch: Normal-Hybrid,22,440,784822.0,0.028031833969995743,0.5606366793999149
VD,Vaud,2017,Diesel-elektrisch: Plug-in-Hybrid,3,29,784822.0,0.0038225228140903286,0.03695105386953984
VD,Vaud,2017,Elektrisch,408,995,784822.0,0.5198631027162847,1.2678034000066258
VD,Vaud,2017,Gas (mono- und bivalent),98,1139,784822.0,0.1248690785936174,1.4512844950829615
VD,Vaud,2017,Ohne Motor,0,0,784822.0,0.0,0.0
VD,Vaud,2017,Wasserstoff,0,0,784822.0,0.0,0.0
VD,Vaud,2018,Anderer,0,253,793129.0,0.0,0.3189897229832726
VD,Vaud,2018,Benzin,20339,287554,793129.0,25.643999904177,362.55640633490896
VD,Vaud,2018,Benzin-elektrisch: Normal-Hybrid,1411,6892,793129.0,1.7790296408276587,8.689633086168833
VD,Vaud,2018,Benzin-elektrisch: Plug-in-Hybrid,440,1112,793129.0,0.5547647356230827,1.402041786392882
VD,Vaud,2018,Diesel,7166,118307,793129.0,9.035100216988662,149.16488994854558
VD,Vaud,2018,Diesel-elektrisch: Normal-Hybrid,93,459,793129.0,0.11725709184760613,0.5787204855704431
VD,Vaud,2018,Diesel-elektrisch: Plug-in-Hybrid,2,37,793129.0,0.0025216578891958307,0.04665067095012287
VD,Vaud,2018,Elektrisch,343,1353,793129.0,0.43246432799708495,1.7059015620409794
VD,Vaud,2018,Gas (mono- und bivalent),73,1221,793129.0,0.09204051295564783,1.5394721413540546
VD,Vaud,2018,Ohne Motor,0,0,793129.0,0.0,0.0
VD,Vaud,2018,Wasserstoff,0,0,793129.0,0.0,0.0
VD,Vaud,2019,Anderer,0,241,799145.0,0.0,0.30157230540139773
VD,Vaud,2019,Benzin,21207,286738,799145.0,26.537111537956193,358.8059738845892
VD,Vaud,2019,Benzin-elektrisch: Normal-Hybrid,2243,8483,799145.0,2.8067497137565773,10.615094882655837
VD,Vaud,2019,Benzin-elektrisch: Plug-in-Hybrid,458,1544,799145.0,0.5731125139993367,1.932064894355843
VD,Vaud,2019,Diesel,5776,115614,799145.0,7.2277246306990595,144.6721183264614
VD,Vaud,2019,Diesel-elektrisch: Normal-Hybrid,362,715,799145.0,0.452984126785502,0.894706217269707
VD,Vaud,2019,Diesel-elektrisch: Plug-in-Hybrid,0,38,799145.0,0.0,0.0475508199388096
VD,Vaud,2019,Elektrisch,1394,2298,799145.0,1.7443642893342262,2.87557326893117
VD,Vaud,2019,Gas (mono- und bivalent),135,1262,799145.0,0.16893054451945516,1.579187756915203
VD,Vaud,2019,Ohne Motor,0,0,799145.0,0.0,0.0
VD,Vaud,2019,Wasserstoff,8,8,799145.0,0.010010698934486233,0.010010698934486233
VD,Vaud,2020,Anderer,0,227,805098.0,0.0,0.2819532528959207
VD,Vaud,2020,Benzin,12897,287138,805098.0,16.019167852857663,356.6497494714929
VD,Vaud,2020,Benzin-elektrisch: Normal-Hybrid,3334,11150,805098.0,4.141110771607929,13.849245681892143
VD,Vaud,2020,Benzin-elektrisch: Plug-in-Hybrid,1483,2559,805098.0,1.842011779932381,3.178495040355336
VD,Vaud,2020,Diesel,3523,112870,805098.0,4.37586480155211,140.1941130148131
VD,Vaud,2020,Diesel-elektrisch: Normal-Hybrid,390,1056,805098.0,0.4844130776625951,1.3116415641325652
